entry	alignmentStart	alignmentEnd	envelopeStart	envelopeEnd	hmmAacc	hmmName	type	hmmStart	hmmEend	hmmLength	bitScore	eValue	clan	entryName	geneSymbol	length
Q86TI4	129	178	127	179	PF00400	WD40	Repeat	3	36	37	16.4	56	CL0186	WDR86_HUMAN	WDR86	376
Q86TI4	183	221	183	221	PF00400	WD40	Repeat	1	37	37	19.1	7.8	CL0186	WDR86_HUMAN	WDR86	376
Q86TI4	225	260	225	260	PF00400	WD40	Repeat	1	36	37	19.3	6.8	CL0186	WDR86_HUMAN	WDR86	376
Q86TI4	306	341	305	341	PF00400	WD40	Repeat	2	37	37	21.5	1.4	CL0186	WDR86_HUMAN	WDR86	376
Q86TJ2	68	111	67	113	PF00249	Myb_DNA-binding	Domain	2	44	47	40.3	1.2e-06	CL0123	TAD2B_HUMAN	TADA2B	420
Q86TM3	52	109	50	109	PF00013	KH_1	Domain	3	62	62	42.4	2e-07	CL0007	DDX53_HUMAN	DDX53	631
Q86TM3	246	416	246	417	PF00270	DEAD	Domain	1	174	175	144.9	9.2e-39	CL0023	DDX53_HUMAN	DDX53	631
Q86TM3	459	562	450	564	PF00271	Helicase_C	Family	9	105	105	81.5	2e-19	CL0023	DDX53_HUMAN	DDX53	631
Q86TM6	290	330	289	330	PF13639	zf-RING_2	Domain	2	44	44	44.6	5.9e-08	CL0229	SYVN1_HUMAN	SYVN1	617
Q86TS7	4	49	4	49	PF15827	UPF0730	Family	1	46	46	103	2.8e-26	No_clan	U730_HUMAN	LINC00643	51
Q86TY3	28	610	28	610	PF15767	DUF4696	Family	1	583	583	993.1	1.8e-295	No_clan	CN037_HUMAN	C14orf37	774
Q86U02	57	104	57	104	PF13900	GVQW	Domain	1	48	48	107.5	1.3e-27	CL0093	CN165_HUMAN	LINC00596	117
Q86U17	54	419	52	419	PF00079	Serpin	Domain	3	370	370	349.2	1.4e-100	No_clan	SPA11_HUMAN	SERPINA11	422
Q86U28	49	147	49	148	PF01521	Fe-S_biosyn	Family	2	109	110	56	1.8e-11	No_clan	ISCA2_HUMAN	ISCA2	154
Q86U44	389	550	389	550	PF05063	MT-A70	Family	1	172	172	203.8	7.9e-57	CL0063	MTA70_HUMAN	METTL3	580
Q86U70	69	219	69	225	PF01803	LIM_bind	Family	1	150	239	133.5	4e-35	No_clan	LDB1_HUMAN	LDB1	411
Q86U70	220	271	214	271	PF01803	LIM_bind	Family	186	239	239	43	1.7e-07	No_clan	LDB1_HUMAN	LDB1	411
Q86U90	77	255	75	255	PF01300	Sua5_yciO_yrdC	Family	3	179	179	149.5	3e-40	No_clan	YRDC_HUMAN	YRDC	279
Q86UC2	188	468	188	470	PF06098	Radial_spoke_3	Family	1	282	284	431.2	7.2e-126	No_clan	RSPH3_HUMAN	RSPH3	560
Q86UD0	225	305	225	306	PF11414	Suppressor_APC	Family	1	81	82	103.3	2.4e-26	No_clan	SAPC2_HUMAN	SAPCD2	394
Q86UD3	71	116	71	116	PF12906	RINGv	Domain	1	48	48	55.3	2.3e-11	CL0229	MARH3_HUMAN	MARCH3	253
Q86UD4	203	225	203	225	PF00096	zf-C2H2	Domain	1	23	23	24.5	0.11	CL0361	ZN329_HUMAN	ZNF329	541
Q86UD4	231	253	231	253	PF00096	zf-C2H2	Domain	1	23	23	30.5	0.0013	CL0361	ZN329_HUMAN	ZNF329	541
Q86UD4	259	281	258	284	PF13912	zf-C2H2_6	Domain	2	24	27	15.7	49	CL0361	ZN329_HUMAN	ZNF329	541
Q86UD4	287	309	287	309	PF00096	zf-C2H2	Domain	1	23	23	27	0.017	CL0361	ZN329_HUMAN	ZNF329	541
Q86UD4	315	337	315	337	PF00096	zf-C2H2	Domain	1	23	23	28.5	0.0061	CL0361	ZN329_HUMAN	ZNF329	541
Q86UD4	371	393	371	393	PF00096	zf-C2H2	Domain	1	23	23	27.9	0.009	CL0361	ZN329_HUMAN	ZNF329	541
Q86UD4	455	477	455	477	PF00096	zf-C2H2	Domain	1	23	23	25.8	0.042	CL0361	ZN329_HUMAN	ZNF329	541
Q86UD4	483	505	483	505	PF00096	zf-C2H2	Domain	1	23	23	32.4	0.00034	CL0361	ZN329_HUMAN	ZNF329	541
Q86UD7	106	221	104	239	PF00566	RabGAP-TBC	Family	3	123	215	83.1	9.2e-20	No_clan	TBC26_HUMAN	TBC1D26	250
Q86UF1	21	264	21	264	PF00335	Tetraspannin	Family	1	217	217	280.5	4.3e-80	CL0347	TSN33_HUMAN	TSPAN33	283
Q86UF4	8	277	8	277	PF15768	DUF4697	Family	1	269	269	460.5	1.2e-134	No_clan	CC190_HUMAN	CCDC190	302
Q86UK0	932	1270	896	1270	PF12698	ABC2_membrane_3	Family	54	345	345	82.6	1.2e-19	CL0181	ABCAC_HUMAN	ABCA12	2595
Q86UK0	1361	1506	1361	1507	PF00005	ABC_tran	Domain	1	136	137	95.6	1.6e-23	CL0023	ABCAC_HUMAN	ABCA12	2595
Q86UK0	1744	2166	1744	2204	PF12698	ABC2_membrane_3	Family	1	323	345	110.3	4.8e-28	CL0181	ABCAC_HUMAN	ABCA12	2595
Q86UK0	2273	2417	2273	2418	PF00005	ABC_tran	Domain	1	136	137	88.9	1.8e-21	CL0023	ABCAC_HUMAN	ABCA12	2595
Q86UL3	229	350	228	351	PF01553	Acyltransferase	Family	2	133	134	68.3	2.2e-15	CL0228	GPAT4_HUMAN	GPAT4	456
Q86UN2	58	111	57	111	PF13855	LRR_8	Repeat	5	60	61	32.6	0.00022	CL0022	R4RL1_HUMAN	RTN4RL1	441
Q86UN2	80	133	76	137	PF13855	LRR_8	Repeat	5	57	61	45.3	2.5e-08	CL0022	R4RL1_HUMAN	RTN4RL1	441
Q86UN2	126	185	126	185	PF13855	LRR_8	Repeat	2	61	61	46.3	1.1e-08	CL0022	R4RL1_HUMAN	RTN4RL1	441
Q86UN6	67	187	67	187	PF14469	AKAP28	Family	1	121	121	147.2	7.8e-40	No_clan	AKA28_HUMAN	AKAP14	197
Q86UP0	54	141	50	141	PF00028	Cadherin	Family	5	93	93	45.1	4.7e-08	CL0159	CAD24_HUMAN	CDH24	819
Q86UP0	155	249	155	250	PF00028	Cadherin	Family	1	92	93	59.1	2e-12	CL0159	CAD24_HUMAN	CDH24	819
Q86UP0	264	347	264	366	PF00028	Cadherin	Family	1	77	93	61.6	3.3e-13	CL0159	CAD24_HUMAN	CDH24	819
Q86UP0	379	454	379	462	PF00028	Cadherin	Family	1	76	93	60.5	7e-13	CL0159	CAD24_HUMAN	CDH24	819
Q86UP0	665	812	665	813	PF01049	Cadherin_C	Family	1	134	135	157.4	1.2e-42	No_clan	CAD24_HUMAN	CDH24	819
Q86UP6	53	139	50	143	PF00431	CUB	Domain	22	106	110	40.2	1.5e-06	CL0164	CUZD1_HUMAN	CUZD1	607
Q86UP6	154	262	154	262	PF00431	CUB	Domain	1	110	110	97.3	2.8e-24	CL0164	CUZD1_HUMAN	CUZD1	607
Q86UP6	277	517	277	518	PF00100	Zona_pellucida	Family	1	233	234	159.4	5.5e-43	No_clan	CUZD1_HUMAN	CUZD1	607
Q86UP8	107	181	107	181	PF02946	GTF2I	Family	1	75	75	105.5	4.9e-27	No_clan	GTD2A_HUMAN	GTF2IRD2	949
Q86UP8	332	406	332	406	PF02946	GTF2I	Family	1	75	75	81.1	1.9e-19	No_clan	GTD2A_HUMAN	GTF2IRD2	949
Q86UR1	38	66	38	68	PF07719	TPR_2	Repeat	1	29	34	17.6	13	CL0020	NOXA1_HUMAN	NOXA1	476
Q86UR1	125	155	124	157	PF13176	TPR_7	Repeat	2	34	36	14.5	120	CL0020	NOXA1_HUMAN	NOXA1	476
Q86UR1	323	393	315	395	PF00564	PB1	Domain	13	82	84	35.6	2.8e-05	CL0072	NOXA1_HUMAN	NOXA1	476
Q86UR1	405	450	405	450	PF00018	SH3_1	Domain	1	48	48	37	8.4e-06	CL0010	NOXA1_HUMAN	NOXA1	476
Q86UT6	161	320	160	325	PF05729	NACHT	Domain	2	158	166	72.6	1.5e-16	CL0023	NLRX1_HUMAN	NLRX1	975
Q86UU0	398	430	398	435	PF11502	BCL9	Family	1	33	39	55.1	2.2e-11	No_clan	BCL9L_HUMAN	BCL9L	1499
Q86UU1	1258	1365	1257	1368	PF00169	PH	Domain	2	101	106	51.9	3.9e-10	CL0266	PHLB1_HUMAN	PHLDB1	1377
Q86UV6	16	56	16	56	PF00097	zf-C3HC4	Domain	1	41	41	37.4	7.3e-06	CL0229	TRI74_HUMAN	TRIM74	250
Q86UV6	85	125	84	125	PF00643	zf-B_box	Domain	2	42	42	34.4	7.7e-05	No_clan	TRI74_HUMAN	TRIM74	250
Q86UW2	3	122	3	122	PF15048	OSTbeta	Family	1	122	122	187.4	3.5e-52	No_clan	OSTB_HUMAN	SLC51B	128
Q86UW8	53	150	51	159	PF07686	V-set	Domain	3	97	109	33.6	0.00015	CL0011	HPLN4_HUMAN	HAPLN4	402
Q86UW8	164	267	163	267	PF00193	Xlink	Domain	2	93	93	109.5	3.4e-28	CL0056	HPLN4_HUMAN	HAPLN4	402
Q86UW8	279	364	274	364	PF00193	Xlink	Domain	6	93	93	85.5	1.1e-20	CL0056	HPLN4_HUMAN	HAPLN4	402
Q86UX6	93	345	93	352	PF00069	Pkinase	Domain	1	255	262	212.6	2.6e-59	CL0016	ST32C_HUMAN	STK32C	486
Q8NBS9	67	164	63	167	PF00085	Thioredoxin	Domain	6	101	104	89.7	4.3e-22	CL0172	TXND5_HUMAN	TXNDC5	432
Q8NBS9	193	292	190	293	PF00085	Thioredoxin	Domain	4	103	104	96.3	3.9e-24	CL0172	TXND5_HUMAN	TXNDC5	432
Q8NBS9	324	424	323	427	PF00085	Thioredoxin	Domain	2	101	104	100.4	2.1e-25	CL0172	TXND5_HUMAN	TXNDC5	432
Q86UY5	20	295	19	295	PF07894	DUF1669	Family	2	274	274	330	5.6e-95	CL0479	FA83A_HUMAN	FAM83A	434
Q86UY6	118	192	112	193	PF00583	Acetyltransf_1	Family	7	79	80	28.9	0.0047	CL0257	NAA40_HUMAN	NAA40	237
Q86UZ6	21	127	21	129	PF00651	BTB	Domain	1	108	110	88.1	1.9e-21	CL0033	ZBT46_HUMAN	ZBTB46	589
Q86V20	652	822	651	823	PF15793	FAM35_C	Family	2	174	175	273.1	3e-78	No_clan	FA35A_HUMAN	FAM35A	835
Q86V24	140	363	140	363	PF03006	HlyIII	Family	1	224	224	240.6	7.1e-68	No_clan	ADR2_HUMAN	ADIPOR2	386
Q86V25	48	291	47	291	PF14822	Vasohibin	Family	2	245	245	407.2	8.7e-119	No_clan	VASH2_HUMAN	VASH2	355
Q86V35	38	97	38	98	PF13499	EF-hand_7	Domain	1	65	66	50.1	1.2e-09	CL0220	CABP7_HUMAN	CABP7	215
Q86V42	47	278	47	278	PF15067	FAM124	Family	1	235	235	349.9	3.1e-101	No_clan	F124A_HUMAN	FAM124A	546
Q86V85	143	405	141	405	PF10192	GpcrRhopsn4	Family	3	257	257	273.6	6.7e-78	CL0192	GP180_HUMAN	GPR180	440
Q86V86	40	293	40	293	PF00069	Pkinase	Domain	1	262	262	200.2	1.7e-55	CL0016	PIM3_HUMAN	PIM3	326
Q86V87	79	476	79	476	PF10257	RAI16-like	Family	1	360	360	389.4	5.9e-113	No_clan	F16B2_HUMAN	FAM160B2	743
Q86V88	3	159	3	160	PF12689	Acid_PPase	Family	1	168	169	195.8	2e-54	CL0137	MGDP1_HUMAN	MDP1	176
Q86V93	46	132	44	133	PF02023	SCAN	Family	3	89	90	131.3	3.7e-35	No_clan	Q86V93_HUMAN	LOC100128510	153
Q86V97	54	166	53	168	PF00651	BTB	Domain	2	108	110	85.4	1.3e-20	CL0033	KBTB6_HUMAN	KBTBD6	674
Q86V97	173	272	173	276	PF07707	BACK	Domain	1	95	103	64.2	4.2e-14	CL0033	KBTB6_HUMAN	KBTBD6	674
Q86V97	429	471	424	471	PF01344	Kelch_1	Repeat	6	46	46	35.6	2.2e-05	CL0186	KBTB6_HUMAN	KBTBD6	674
Q86VD1	29	152	25	162	PF13589	HATPase_c_3	Domain	4	125	137	74	4.5e-17	CL0025	MORC1_HUMAN	MORC1	984
Q86VD1	483	526	482	528	PF07496	zf-CW	Domain	2	44	47	42.3	2.6e-07	No_clan	MORC1_HUMAN	MORC1	984
Q86VD7	32	119	29	122	PF00153	Mito_carr	Family	4	94	97	78.7	1e-18	No_clan	S2542_HUMAN	SLC25A42	318
Q86VD7	129	215	127	219	PF00153	Mito_carr	Family	3	93	97	87.9	1.4e-21	No_clan	S2542_HUMAN	SLC25A42	318
Q86VD7	225	313	222	316	PF00153	Mito_carr	Family	4	93	97	70.9	2.9e-16	No_clan	S2542_HUMAN	SLC25A42	318
Q86VE0	16	92	16	93	PF13873	Myb_DNA-bind_5	Domain	1	77	78	81.9	1.2e-19	CL0123	MYPOP_HUMAN	MYPOP	399
Q86VE3	409	481	403	482	PF00583	Acetyltransf_1	Family	8	78	80	37.1	1.3e-05	CL0257	SATL1_HUMAN	SATL1	508
Q86VF5	45	339	45	341	PF03982	DAGAT	Family	1	295	297	385.7	4.8e-112	CL0228	MOGT3_HUMAN	MOGAT3	341
Q86VF7	6	57	6	61	PF00412	LIM	Domain	1	53	58	33.5	0.00017	No_clan	NRAP_HUMAN	NRAP	1730
Q86VF7	209	236	209	236	PF00880	Nebulin	Repeat	1	28	28	33.9	8.6e-05	No_clan	NRAP_HUMAN	NRAP	1730
Q86VF7	246	271	246	272	PF00880	Nebulin	Repeat	2	27	28	22.6	0.3	No_clan	NRAP_HUMAN	NRAP	1730
Q86VF7	316	342	316	342	PF00880	Nebulin	Repeat	2	28	28	30.5	0.001	No_clan	NRAP_HUMAN	NRAP	1730
Q86VF7	493	520	493	520	PF00880	Nebulin	Repeat	1	28	28	39.6	1.4e-06	No_clan	NRAP_HUMAN	NRAP	1730
Q86VF7	528	555	528	555	PF00880	Nebulin	Repeat	1	28	28	36.4	1.4e-05	No_clan	NRAP_HUMAN	NRAP	1730
Q86VF7	564	591	564	591	PF00880	Nebulin	Repeat	1	28	28	31.2	6e-04	No_clan	NRAP_HUMAN	NRAP	1730
Q86VF7	767	794	767	794	PF00880	Nebulin	Repeat	1	28	28	26.7	0.015	No_clan	NRAP_HUMAN	NRAP	1730
Q86VF7	807	829	803	830	PF00880	Nebulin	Repeat	5	27	28	21.3	0.78	No_clan	NRAP_HUMAN	NRAP	1730
Q86VF7	975	1002	975	1002	PF00880	Nebulin	Repeat	1	28	28	22.5	0.33	No_clan	NRAP_HUMAN	NRAP	1730
Q86VF7	1046	1073	1046	1073	PF00880	Nebulin	Repeat	1	28	28	34.1	7.6e-05	No_clan	NRAP_HUMAN	NRAP	1730
Q86VF7	1255	1278	1254	1280	PF00880	Nebulin	Repeat	3	26	28	23.9	0.12	No_clan	NRAP_HUMAN	NRAP	1730
Q86VH5	66	121	65	121	PF13855	LRR_8	Repeat	6	61	61	45.9	1.5e-08	CL0022	LRRT3_HUMAN	LRRTM3	581
Q86VH5	93	145	93	145	PF13855	LRR_8	Repeat	9	61	61	39.7	1.3e-06	CL0022	LRRT3_HUMAN	LRRTM3	581
Q86VH5	133	193	133	193	PF13855	LRR_8	Repeat	1	61	61	51.5	2.9e-10	CL0022	LRRT3_HUMAN	LRRTM3	581
Q86VH5	158	217	157	217	PF13855	LRR_8	Repeat	2	61	61	52.7	1.2e-10	CL0022	LRRT3_HUMAN	LRRTM3	581
Q86VH5	181	241	181	241	PF13855	LRR_8	Repeat	1	61	61	44.6	4e-08	CL0022	LRRT3_HUMAN	LRRTM3	581
Q86VH5	230	290	229	290	PF13855	LRR_8	Repeat	2	61	61	42.8	1.4e-07	CL0022	LRRT3_HUMAN	LRRTM3	581
Q86VI4	298	368	281	369	PF03821	Mtp	Family	161	230	231	44.7	5.6e-08	No_clan	LAP4B_HUMAN	LAPTM4B	370
Q86VN1	6	87	2	88	PF11605	Vps36_ESCRT-II	Family	5	91	92	59	1.8e-12	CL0266	VPS36_HUMAN	VPS36	386
Q86VN1	154	369	154	369	PF04157	EAP30	Family	1	207	207	146.7	3.5e-39	No_clan	VPS36_HUMAN	VPS36	386
Q86VP6	1040	1202	1040	1203	PF08623	TIP120	Family	1	165	166	219.4	1e-61	No_clan	CAND1_HUMAN	CAND1	1230
Q86VQ0	100	292	100	292	PF15619	Lebercilin	Family	1	193	193	212.1	2.5e-59	No_clan	LCA5_HUMAN	LCA5	697
Q86VQ3	453	550	450	552	PF00085	Thioredoxin	Domain	4	102	104	81.2	2e-19	CL0172	TXND2_HUMAN	TXNDC2	553
Q86VR7	414	490	401	490	PF13895	Ig_2	Domain	10	80	80	43	1.6e-07	CL0011	VS10L_HUMAN	VSIG10L	867
Q86VU5	62	262	59	262	PF01596	Methyltransf_3	Domain	6	212	212	190.4	9.9e-53	CL0063	CMTD1_HUMAN	COMTD1	262
Q86VV4	288	378	288	403	PF00638	Ran_BP1	Family	1	89	122	47.3	9.9e-09	CL0266	RNB3L_HUMAN	RANBP3L	465
Q86VW2	164	335	164	335	PF00621	RhoGEF	Domain	1	180	180	122.4	9.8e-32	No_clan	ARHGP_HUMAN	ARHGEF25	580
Q86VX2	22	197	21	198	PF07258	HCaRG	Family	2	169	170	120.6	3.1e-31	No_clan	COMD7_HUMAN	COMMD7	200
X6R3V9	248	649	247	651	PF03164	Mon1	Family	2	401	403	464	2e-135	No_clan	X6R3V9_HUMAN	MON1A	652
Q86VY4	239	381	201	384	PF00956	NAP	Family	67	249	252	66.5	9.3e-15	No_clan	TSYL5_HUMAN	TSPYL5	417
Q86VY9	16	161	16	161	PF10177	DUF2371	Family	1	140	140	208.2	2.2e-58	No_clan	T200A_HUMAN	TMEM200A	491
Q86VZ1	40	293	40	293	PF00001	7tm_1	Family	1	268	268	128.6	1.1e-33	CL0192	P2RY8_HUMAN	P2RY8	359
Q86VZ2	35	68	32	68	PF00400	WD40	Repeat	5	36	37	27.5	0.017	CL0186	WDR5B_HUMAN	WDR5B	330
Q86VZ2	76	111	73	111	PF00400	WD40	Repeat	4	37	37	26.8	0.028	CL0186	WDR5B_HUMAN	WDR5B	330
Q86VZ2	139	246	137	256	PF08662	eIF2A	Family	75	184	194	33.1	0.00022	CL0186	WDR5B_HUMAN	WDR5B	330
Q86VZ2	289	326	287	327	PF00400	WD40	Repeat	3	36	37	16.7	44	CL0186	WDR5B_HUMAN	WDR5B	330
Q86W10	47	497	47	500	PF00067	p450	Domain	1	460	463	404	3.6e-117	No_clan	CP4Z1_HUMAN	CYP4Z1	505
Q86W24	13	92	13	92	PF02758	PYRIN	Domain	1	81	81	89.7	4.5e-22	CL0041	NAL14_HUMAN	NLRP14	1093
Q86W24	178	345	177	346	PF05729	NACHT	Domain	2	165	166	141.3	1.2e-37	CL0023	NAL14_HUMAN	NLRP14	1093
Q86W25	16	101	15	102	PF02758	PYRIN	Domain	2	80	81	69.9	7.1e-16	CL0041	NAL13_HUMAN	NLRP13	1043
Q86W25	230	401	229	402	PF05729	NACHT	Domain	2	165	166	112.9	6.2e-29	CL0023	NAL13_HUMAN	NLRP13	1043
Q86W28	42	114	39	118	PF02758	PYRIN	Domain	4	77	81	61.3	3.4e-13	CL0041	NALP8_HUMAN	NLRP8	1048
Q86W28	205	371	204	373	PF05729	NACHT	Domain	2	164	166	107.4	3e-27	CL0023	NALP8_HUMAN	NLRP8	1048
Q86W34	233	297	192	298	PF07998	Peptidase_M54	Family	131	193	194	51.2	6.6e-10	CL0126	AMZ2_HUMAN	AMZ2	360
Q86W42	67	100	66	100	PF00400	WD40	Repeat	2	36	37	12.9	730	CL0186	THOC6_HUMAN	THOC6	341
Q86W42	160	196	158	196	PF00400	WD40	Repeat	3	37	37	24	0.21	CL0186	THOC6_HUMAN	THOC6	341
Q86W56	582	908	581	909	PF05028	PARG_cat	Family	2	331	332	445	7.8e-130	No_clan	PARG_HUMAN	PARG	976
Q86WC4	84	328	84	328	PF09777	OSTMP1	Family	1	237	237	286.5	6.4e-82	No_clan	OSTM1_HUMAN	OSTM1	334
Q86WD7	48	414	46	414	PF00079	Serpin	Domain	3	370	370	388.2	2.1e-112	No_clan	SPA9_HUMAN	SERPINA9	417
Q86WH2	79	186	79	187	PF00788	RA	Domain	1	92	93	85.3	1.5e-20	CL0072	RASF3_HUMAN	RASSF3	238
Q86WH2	192	231	192	231	PF16517	Nore1-SARAH	Domain	1	40	40	63.5	5.5e-14	No_clan	RASF3_HUMAN	RASSF3	238
Q86WI0	8	192	8	192	PF10242	L_HGMIC_fpl	Family	1	181	181	192.7	2.9e-53	CL0375	LHPL1_HUMAN	LHFPL1	220
Q86WJ1	49	328	49	328	PF00176	SNF2_N	Family	1	307	307	221.7	4.3e-62	CL0023	CHD1L_HUMAN	CHD1L	897
Q86WJ1	352	459	348	459	PF00271	Helicase_C	Family	4	105	105	65.6	1.9e-14	CL0023	CHD1L_HUMAN	CHD1L	897
Q86WK6	66	122	62	122	PF13855	LRR_8	Repeat	6	61	61	45.9	1.5e-08	CL0022	AMGO1_HUMAN	AMIGO1	493
Q86WK6	110	170	110	170	PF13855	LRR_8	Repeat	1	61	61	51.9	2.1e-10	CL0022	AMGO1_HUMAN	AMIGO1	493
Q86WK6	277	358	272	358	PF07679	I-set	Domain	9	90	90	25.8	0.037	CL0011	AMGO1_HUMAN	AMIGO1	493
Q86WK7	65	97	61	97	PF13855	LRR_8	Repeat	29	61	61	28.1	0.0055	CL0022	AMGO3_HUMAN	AMIGO3	504
Q86WK7	86	145	85	145	PF13855	LRR_8	Repeat	2	61	61	47.5	5e-09	CL0022	AMGO3_HUMAN	AMIGO3	504
Q86WK7	135	180	134	183	PF13855	LRR_8	Repeat	3	48	61	33.7	1e-04	CL0022	AMGO3_HUMAN	AMIGO3	504
Q86WK9	66	289	66	290	PF03006	HlyIII	Family	1	223	224	174.3	1.3e-47	No_clan	MPRA_HUMAN	PAQR7	346
Q86WN2	31	186	31	186	PF00143	Interferon	Domain	1	156	156	191.4	4.7e-53	CL0053	IFNE_HUMAN	IFNE	208
Q86WR7	396	433	387	433	PF15385	SARG	Family	523	560	560	42.6	2.2e-07	No_clan	PRSR2_HUMAN	PROSER2	435
Q86WS4	229	652	229	652	PF15089	DUF4552	Family	1	425	425	790.8	1.5e-234	No_clan	CL040_HUMAN	C12orf40	652
Q86WT1	48	77	46	78	PF07719	TPR_2	Repeat	4	33	34	20.1	2.1	CL0020	TT30A_HUMAN	TTC30A	665
Q86WT1	157	216	152	217	PF13414	TPR_11	Repeat	6	65	68	28.7	0.0047	CL0020	TT30A_HUMAN	TTC30A	665
Q86WU2	66	202	66	203	PF01565	FAD_binding_4	Domain	1	138	139	130.6	1.5e-34	CL0077	LDHD_HUMAN	LDHD	507
Q86WU2	266	506	265	506	PF02913	FAD-oxidase_C	Domain	2	250	250	233.1	1.7e-65	CL0277	LDHD_HUMAN	LDHD	507
Q92574	7	719	7	719	PF04388	Hamartin	Family	1	754	754	921.6	2.1e-273	No_clan	TSC1_HUMAN	TSC1	1164
Q86WX3	34	134	24	134	PF15684	AROS	Family	27	129	129	131.5	1.2e-34	No_clan	AROS_HUMAN	RPS19BP1	136
Q86WZ0	530	558	530	559	PF02985	HEAT	Repeat	1	29	31	20.4	1.8	CL0020	HEAT4_HUMAN	HEATR4	1026
Q86X19	45	151	45	152	PF09799	Transmemb_17	Family	1	107	108	105.5	9.2e-27	No_clan	TMM17_HUMAN	TMEM17	198
Q86X24	23	220	23	220	PF02301	HORMA	Domain	1	199	199	205	3.9e-57	No_clan	HORM1_HUMAN	HORMAD1	394
Q86X29	259	306	259	306	PF05624	LSR	Domain	1	48	48	81.1	1.8e-19	No_clan	LSR_HUMAN	LSR	649
Q86X52	238	777	238	777	PF05679	CHGN	Family	1	495	495	648.8	2.7e-191	CL0110	CHSS1_HUMAN	CHSY1	802
Q86X76	48	306	48	306	PF00795	CN_hydrolase	Family	1	260	260	232.4	2.5e-65	No_clan	NIT1_HUMAN	NIT1	327
Q86X95	13	49	13	49	PF10197	Cir_N	Domain	1	37	37	55.1	2.8e-11	No_clan	CIR1_HUMAN	CIR1	450
Q86XD5	33	325	33	325	PF15010	FAM131	Family	1	297	297	368.1	2.1e-106	No_clan	F131B_HUMAN	FAM131B	332
Q86XE0	24	163	23	164	PF00787	PX	Domain	2	112	113	63.3	8.4e-14	No_clan	SNX32_HUMAN	SNX32	403
Q86XE0	186	330	182	332	PF09325	Vps5	Domain	5	150	236	45	4e-08	CL0145	SNX32_HUMAN	SNX32	403
Q86XG9	184	244	183	244	PF06758	DUF1220	Domain	2	65	65	82.8	6.6e-20	No_clan	NBPF5_HUMAN	NBPF5P	351
Q86XG9	277	308	262	308	PF06758	DUF1220	Domain	34	65	65	34.5	8.3e-05	No_clan	NBPF5_HUMAN	NBPF5P	351
Q86XH1	571	685	571	701	PF00004	AAA	Family	1	113	132	51.4	6.5e-10	CL0023	IQCA1_HUMAN	IQCA1	822
Q86XI6	128	232	127	233	PF03370	CBM_21	Family	2	112	113	119.5	3.4e-31	CL0576	PPR3B_HUMAN	PPP1R3B	285
Q86XJ0	1	251	1	252	PF14798	Ca_hom_mod	Family	1	251	252	336.1	4.2e-97	No_clan	CAHM3_HUMAN	CALHM3	350
Q86XK3	25	236	25	236	PF10376	Mei5	Family	1	206	206	285.7	1e-81	No_clan	SFR1_HUMAN	SFR1	245
Q86XL3	78	108	72	110	PF03020	LEM	Domain	8	38	40	35.9	1.8e-05	CL0306	ANKL2_HUMAN	ANKLE2	938
Q86XL3	217	249	209	249	PF01693	Cauli_VI	Family	12	44	44	21.5	1	No_clan	ANKL2_HUMAN	ANKLE2	938
Q86XM0	41	766	41	766	PF15020	CATSPERD	Family	1	729	729	1360.2	0	No_clan	CTSRD_HUMAN	CATSPERD	798
Q86XN8	181	240	180	240	PF00013	KH_1	Domain	2	62	62	37.9	5e-06	CL0007	MEX3D_HUMAN	MEX3D	651
Q86XN8	275	334	275	334	PF00013	KH_1	Domain	1	62	62	46.8	7.8e-09	CL0007	MEX3D_HUMAN	MEX3D	651
Q86XN8	598	645	596	646	PF13920	zf-C3HC4_3	Domain	3	49	50	40.5	8.3e-07	CL0229	MEX3D_HUMAN	MEX3D	651
Q86XP0	22	124	22	126	PF00168	C2	Domain	1	101	103	64.2	5e-14	CL0154	PA24D_HUMAN	PLA2G4D	818
Q86XP0	323	514	323	563	PF01735	PLA2_B	Family	1	214	491	90.8	2.8e-22	CL0323	PA24D_HUMAN	PLA2G4D	818
Q86XP1	67	157	66	158	PF00169	PH	Domain	2	105	106	55.9	2.2e-11	CL0266	DGKH_HUMAN	DGKH	1220
Q86XP1	176	226	176	228	PF00130	C1_1	Domain	1	51	53	35.4	3.3e-05	CL0006	DGKH_HUMAN	DGKH	1220
Q86XP1	248	299	248	301	PF00130	C1_1	Domain	1	51	53	36.9	1.1e-05	CL0006	DGKH_HUMAN	DGKH	1220
Q86XP1	332	445	332	454	PF00781	DAGK_cat	Family	1	116	126	94.9	1.2e-23	CL0240	DGKH_HUMAN	DGKH	1220
Q86XP1	770	926	770	927	PF00609	DAGK_acc	Family	1	159	160	174.9	6.8e-48	No_clan	DGKH_HUMAN	DGKH	1220
Q86XP1	1151	1211	1148	1211	PF07647	SAM_2	Domain	4	65	66	61.7	2.3e-13	CL0003	DGKH_HUMAN	DGKH	1220
Q86XP3	277	448	277	448	PF00270	DEAD	Domain	1	175	175	164.1	1.2e-44	CL0023	DDX42_HUMAN	DDX42	938
Q86XP3	491	593	482	593	PF00271	Helicase_C	Family	10	105	105	94	2.7e-23	CL0023	DDX42_HUMAN	DDX42	938
Q86XQ3	50	270	49	276	PF00520	Ion_trans	Family	2	233	242	114.8	1.6e-29	CL0030	CTSR3_HUMAN	CATSPER3	398
